category,series,node,title,code,size,summary,type,updated,files,local
Guide Signs,Cycling Series (MR-GC),9192,200731-0030 - Bicycle route marker supplementary plate,MR-GC-18D,600x450,"Size: 600 x 450, Refer to Drawing MR-GC-18D",PDF,15 July 2020,https://www.mainroads.wa.gov.au/49e92f/globalassets/technical-commercial/technical-library/signs-index/guide-signs/cycling-series-mr-gc/200731-0030.pdf | https://www.mainroads.wa.gov.au/49e9d2/globalassets/technical-commercial/technical-library/signs-index/guide-signs/cycling-series-mr-gc/mr-gc-18d.dwg | https://www.mainroads.wa.gov.au/4a7558/globalassets/images/sign-thumbnails/guide/cycling/mr-gc-18d.gif,Original PDFs/Guide Signs/Cycling Series MR-GC/200731-0030.pdf | Original PDFs/Guide Signs/Cycling Series MR-GC/mr-gc-18d.dwg
Guide Signs,Cycling Series (MR-GC),9192,200731-0031 - Bicycle route marker supplementary plate,MR-GC-18E,600x600,"Size: 600 x 600, Refer to Drawing MR-GC-18E",PDF,15 July 2020,https://www.mainroads.wa.gov.au/49e941/globalassets/technical-commercial/technical-library/signs-index/guide-signs/cycling-series-mr-gc/200731-0031.pdf | https://www.mainroads.wa.gov.au/49e9c1/globalassets/technical-commercial/technical-library/signs-index/guide-signs/cycling-series-mr-gc/mr-gc-18e.dwg | https://www.mainroads.wa.gov.au/4a7540/globalassets/images/sign-thumbnails/guide/cycling/mr-gc-18e.gif,Original PDFs/Guide Signs/Cycling Series MR-GC/200731-0031.pdf | Original PDFs/Guide Signs/Cycling Series MR-GC/mr-gc-18e.dwg
Guide Signs,Cycling Series (MR-GC),9192,200731-0061 - Local bicycle route number marker,MR-GC-19,200x250,"Size: 200 x 250, Refer to Drawing MR-GC-19",PDF,15 July 2020,https://www.mainroads.wa.gov.au/49e950/globalassets/technical-commercial/technical-library/signs-index/guide-signs/cycling-series-mr-gc/200731-0061.pdf | https://www.mainroads.wa.gov.au/49e9d1/globalassets/technical-commercial/technical-library/signs-index/guide-signs/cycling-series-mr-gc/mr-gc-19.dwg | https://www.mainroads.wa.gov.au/4a756a/globalassets/images/sign-thumbnails/guide/cycling/mr-gc-19.gif,Original PDFs/Guide Signs/Cycling Series MR-GC/200731-0061.pdf | Original PDFs/Guide Signs/Cycling Series MR-GC/mr-gc-19.dwg
Guide Signs,Cycling Series (MR-GC),9192,200731-0062 - Bicycle route marker for use on local bicycle routes only,MR-GC-20,600x200,"Size: 600 x 200, Refer to Drawing MR-GC-20",PDF,15 July 2020,https://www.mainroads.wa.gov.au/49e95f/globalassets/technical-commercial/technical-library/signs-index/guide-signs/cycling-series-mr-gc/200731-0062.pdf | https://www.mainroads.wa.gov.au/49e9d1/globalassets/technical-commercial/technical-library/signs-index/guide-signs/cycling-series-mr-gc/mr-gc-20.dwg | https://www.mainroads.wa.gov.au/4a758c/globalassets/images/sign-thumbnails/guide/cycling/mr-gc-20.gif,Original PDFs/Guide Signs/Cycling Series MR-GC/200731-0062.pdf | Original PDFs/Guide Signs/Cycling Series MR-GC/mr-gc-20.dwg
Guide Signs,Cycling Series (MR-GC),9192,9531-1030 - All bicycles,MR-GC-2,450x600,"Size: 450 x 600, Refer to Drawing MR-GC-2",PDF,15 July 2020,https://www.mainroads.wa.gov.au/49e949/globalassets/technical-commercial/technical-library/signs-index/guide-signs/cycling-series-mr-gc/9531-1030.pdf | https://www.mainroads.wa.gov.au/49e9e5/globalassets/technical-commercial/technical-library/signs-index/guide-signs/cycling-series-mr-gc/mr-gc-2.dwg | https://www.mainroads.wa.gov.au/4a7571/globalassets/images/sign-thumbnails/guide/cycling/mr-gc-2.gif,Original PDFs/Guide Signs/Cycling Series MR-GC/9531-1030.pdf | Original PDFs/Guide Signs/Cycling Series MR-GC/mr-gc-2.dwg
Guide Signs,Cycling Series (MR-GC),9192,"9531-1113 - Horizontal arrow and bi-directional, vertical, 30 degree arrow (use with R8-1B)",MR-GC-10,450x150,"Size: 450 x 150, 450 x 225, Refer to Drawing MR-GC-10(L) and MR-GC-10(R), MR-GC-11, MR-GC-12, MR-GC-13",PDF,15 July 2020,https://www.mainroads.wa.gov.au/49ea21/globalassets/technical-commercial/technical-library/signs-index/guide-signs/cycling-series-mr-gc/9531-1113.pdf,Original PDFs/Guide Signs/Cycling Series MR-GC/9531-1113.pdf
Guide Signs,Cycling Series (MR-GC),9192,9631-1005 - Share the road,MR-GC-14,450x750,"Size: 450 x 750, 720 x 1200, Refer to Drawing MR-GC-14",PDF,15 July 2020,https://www.mainroads.wa.gov.au/49e966/globalassets/technical-commercial/technical-library/signs-index/guide-signs/cycling-series-mr-gc/9631-1005.pdf | https://www.mainroads.wa.gov.au/49e9a5/globalassets/technical-commercial/technical-library/signs-index/guide-signs/cycling-series-mr-gc/mr-gc-14.dwg | https://www.mainroads.wa.gov.au/4a74e3/globalassets/images/sign-thumbnails/guide/cycling/mr-gc-14.gif,Original PDFs/Guide Signs/Cycling Series MR-GC/9631-1005.pdf | Original PDFs/Guide Signs/Cycling Series MR-GC/mr-gc-14.dwg
Guide Signs,Cycling Series (MR-GC),9192,MR-GC-1 - Cyclists only (signal pole sticker),MR-GC-1,120x150,"Size: 120 x 150, Refer to drawing 200631-0010",Other,15 July 2020,https://www.mainroads.wa.gov.au/49e979/globalassets/technical-commercial/technical-library/signs-index/guide-signs/cycling-series-mr-gc/mr-gc-1.dwg | https://www.mainroads.wa.gov.au/49e906/globalassets/technical-commercial/technical-library/signs-index/guide-signs/cycling-series-mr-gc/200631-0010.pdf | https://www.mainroads.wa.gov.au/4a74a8/globalassets/images/sign-thumbnails/guide/cycling/mr-gc-1.gif,Original PDFs/Guide Signs/Cycling Series MR-GC/mr-gc-1.dwg | Original PDFs/Guide Signs/Cycling Series MR-GC/200631-0010.pdf
Guide Signs,Cycling Series (MR-GC),9192,MR-GC-10(L) - Horizontal arrow (use with R8-1B),MR-GC-10,450x150,"Size: 450 x 150, Refer to Drawing 9531-1113",Other,15 July 2020,https://www.mainroads.wa.gov.au/49e96e/globalassets/technical-commercial/technical-library/signs-index/guide-signs/cycling-series-mr-gc/mr-gc-10l.dwg | https://www.mainroads.wa.gov.au/49ea21/globalassets/technical-commercial/technical-library/signs-index/guide-signs/cycling-series-mr-gc/9531-1113.pdf | https://www.mainroads.wa.gov.au/4a74c3/globalassets/images/sign-thumbnails/guide/cycling/mr-gc-10.gif,Original PDFs/Guide Signs/Cycling Series MR-GC/mr-gc-10l.dwg | Original PDFs/Guide Signs/Cycling Series MR-GC/9531-1113.pdf
Guide Signs,Cycling Series (MR-GC),9192,MR-GC-10(R) - Horizontal arrow (use with R8-1B),MR-GC-10,450x150,"Size: 450 x 150, Refer to Drawing 9531-1113",Other,15 July 2020,https://www.mainroads.wa.gov.au/49e98d/globalassets/technical-commercial/technical-library/signs-index/guide-signs/cycling-series-mr-gc/mr-gc-10r.dwg | https://www.mainroads.wa.gov.au/49ea21/globalassets/technical-commercial/technical-library/signs-index/guide-signs/cycling-series-mr-gc/9531-1113.pdf,Original PDFs/Guide Signs/Cycling Series MR-GC/mr-gc-10r.dwg | Original PDFs/Guide Signs/Cycling Series MR-GC/9531-1113.pdf
Guide Signs,Cycling Series (MR-GC),9192,MR-GC-11 - Horizontal arrow bi-directional (use with R8-1B),MR-GC-11,450x150,"Size: 450 x 150, Refer to Drawing 9531-1113",Other,15 July 2020,https://www.mainroads.wa.gov.au/49e975/globalassets/technical-commercial/technical-library/signs-index/guide-signs/cycling-series-mr-gc/mr-gc-11.dwg | https://www.mainroads.wa.gov.au/49ea21/globalassets/technical-commercial/technical-library/signs-index/guide-signs/cycling-series-mr-gc/9531-1113.pdf | https://www.mainroads.wa.gov.au/4a74b2/globalassets/images/sign-thumbnails/guide/cycling/mr-gc-11.gif,Original PDFs/Guide Signs/Cycling Series MR-GC/mr-gc-11.dwg | Original PDFs/Guide Signs/Cycling Series MR-GC/9531-1113.pdf
Guide Signs,Cycling Series (MR-GC),9192,MR-GC-12 - Vertical arrow (use with R8-1B),MR-GC-12,450x225,"Size: 450 x 225, Refer to Drawing 9531-1113",Other,15 July 2020,https://www.mainroads.wa.gov.au/49e984/globalassets/technical-commercial/technical-library/signs-index/guide-signs/cycling-series-mr-gc/mr-gc-12.dwg | https://www.mainroads.wa.gov.au/49ea21/globalassets/technical-commercial/technical-library/signs-index/guide-signs/cycling-series-mr-gc/9531-1113.pdf | https://www.mainroads.wa.gov.au/4a74b5/globalassets/images/sign-thumbnails/guide/cycling/mr-gc-12.gif,Original PDFs/Guide Signs/Cycling Series MR-GC/mr-gc-12.dwg | Original PDFs/Guide Signs/Cycling Series MR-GC/9531-1113.pdf
Guide Signs,Cycling Series (MR-GC),9192,MR-GC-13 - 30 degree arrow (use with R8-1B),MR-GC-13,450x225,"Size: 450 x 225, Refer to Drawing 9531-1113",Other,15 July 2020,https://www.mainroads.wa.gov.au/49e994/globalassets/technical-commercial/technical-library/signs-index/guide-signs/cycling-series-mr-gc/mr-gc-13.dwg | https://www.mainroads.wa.gov.au/49ea21/globalassets/technical-commercial/technical-library/signs-index/guide-signs/cycling-series-mr-gc/9531-1113.pdf | https://www.mainroads.wa.gov.au/4a74cb/globalassets/images/sign-thumbnails/guide/cycling/mr-gc-13.gif,Original PDFs/Guide Signs/Cycling Series MR-GC/mr-gc-13.dwg | Original PDFs/Guide Signs/Cycling Series MR-GC/9531-1113.pdf
Guide Signs,Cycling Series (MR-GC),9192,MR-GC-14 - Share the road,MR-GC-14,450x750,"Size: 450 x 750, 720 x 1200, Refer to Drawing 9631-1005",Other,15 July 2020,https://www.mainroads.wa.gov.au/49e9a5/globalassets/technical-commercial/technical-library/signs-index/guide-signs/cycling-series-mr-gc/mr-gc-14.dwg | https://www.mainroads.wa.gov.au/49e966/globalassets/technical-commercial/technical-library/signs-index/guide-signs/cycling-series-mr-gc/9631-1005.pdf | https://www.mainroads.wa.gov.au/4a74e3/globalassets/images/sign-thumbnails/guide/cycling/mr-gc-14.gif,Original PDFs/Guide Signs/Cycling Series MR-GC/mr-gc-14.dwg | Original PDFs/Guide Signs/Cycling Series MR-GC/9631-1005.pdf
Guide Signs,Cycling Series (MR-GC),9192,MR-GC-16 - Bicycle route marker,MR-GC-16,600x450,"Size: 600 x 450, Refer to Drawing 200731-0024",Other,15 July 2020,https://www.mainroads.wa.gov.au/49e993/globalassets/technical-commercial/technical-library/signs-index/guide-signs/cycling-series-mr-gc/mr-gc-16.dwg | https://www.mainroads.wa.gov.au/49e915/globalassets/technical-commercial/technical-library/signs-index/guide-signs/cycling-series-mr-gc/200731-0024.pdf | https://www.mainroads.wa.gov.au/4a74d5/globalassets/images/sign-thumbnails/guide/cycling/mr-gc-16.gif,Original PDFs/Guide Signs/Cycling Series MR-GC/mr-gc-16.dwg | Original PDFs/Guide Signs/Cycling Series MR-GC/200731-0024.pdf
Guide Signs,Cycling Series (MR-GC),9192,MR-GC-17A - Bicycle route marker supplementary plate,MR-GC-17A,600x120,"Size: 600 x 120, Refer to Drawing 200731-0025",Other,15 July 2020,https://www.mainroads.wa.gov.au/49e9a2/globalassets/technical-commercial/technical-library/signs-index/guide-signs/cycling-series-mr-gc/mr-gc-17a.dwg | https://www.mainroads.wa.gov.au/49e925/globalassets/technical-commercial/technical-library/signs-index/guide-signs/cycling-series-mr-gc/200731-0025.pdf | https://www.mainroads.wa.gov.au/4a74f7/globalassets/images/sign-thumbnails/guide/cycling/mr-gc-17a.gif,Original PDFs/Guide Signs/Cycling Series MR-GC/mr-gc-17a.dwg | Original PDFs/Guide Signs/Cycling Series MR-GC/200731-0025.pdf
Guide Signs,Cycling Series (MR-GC),9192,MR-GC-17B - Bicycle route marker supplementary plate,MR-GC-17B,600x200,"Size: 600 x 200, Refer to Drawing 200731-0026",Other,15 July 2020,https://www.mainroads.wa.gov.au/49e9b1/globalassets/technical-commercial/technical-library/signs-index/guide-signs/cycling-series-mr-gc/mr-gc-17b.dwg | https://www.mainroads.wa.gov.au/49e935/globalassets/technical-commercial/technical-library/signs-index/guide-signs/cycling-series-mr-gc/200731-0026.pdf | https://www.mainroads.wa.gov.au/4a74fe/globalassets/images/sign-thumbnails/guide/cycling/mr-gc-17b.gif,Original PDFs/Guide Signs/Cycling Series MR-GC/mr-gc-17b.dwg | Original PDFs/Guide Signs/Cycling Series MR-GC/200731-0026.pdf
Guide Signs,Cycling Series (MR-GC),9192,MR-GC-18A - Bicycle route marker supplementary plate,MR-GC-18A,600x225,"Size: 600 x 225, Refer to Drawing 200731-0027",Other,15 July 2020,https://www.mainroads.wa.gov.au/49e9c3/globalassets/technical-commercial/technical-library/signs-index/guide-signs/cycling-series-mr-gc/mr-gc-18a.dwg | https://www.mainroads.wa.gov.au/49e921/globalassets/technical-commercial/technical-library/signs-index/guide-signs/cycling-series-mr-gc/200731-0027.pdf | https://www.mainroads.wa.gov.au/4a74fb/globalassets/images/sign-thumbnails/guide/cycling/mr-gc-18a.gif,Original PDFs/Guide Signs/Cycling Series MR-GC/mr-gc-18a.dwg | Original PDFs/Guide Signs/Cycling Series MR-GC/200731-0027.pdf
Guide Signs,Cycling Series (MR-GC),9192,MR-GC-18B - Bicycle route marker supplementary plate,MR-GC-18B,600x300,"Size: 600 x 300, Refer to Drawing 200731-0028",Other,15 July 2020,https://www.mainroads.wa.gov.au/49e9ae/globalassets/technical-commercial/technical-library/signs-index/guide-signs/cycling-series-mr-gc/mr-gc-18b.dwg | https://www.mainroads.wa.gov.au/49e931/globalassets/technical-commercial/technical-library/signs-index/guide-signs/cycling-series-mr-gc/200731-0028.pdf | https://www.mainroads.wa.gov.au/4a7526/globalassets/images/sign-thumbnails/guide/cycling/mr-gc-18b.gif,Original PDFs/Guide Signs/Cycling Series MR-GC/mr-gc-18b.dwg | Original PDFs/Guide Signs/Cycling Series MR-GC/200731-0028.pdf
Guide Signs,Cycling Series (MR-GC),9192,MR-GC-18C - Bicycle route marker supplementary plate,MR-GC-18C,600x400,"Size: 600 x 400, Refer to Drawing 200731-0029",Other,15 July 2020,https://www.mainroads.wa.gov.au/49e9c0/globalassets/technical-commercial/technical-library/signs-index/guide-signs/cycling-series-mr-gc/mr-gc-18c.dwg | https://www.mainroads.wa.gov.au/49e943/globalassets/technical-commercial/technical-library/signs-index/guide-signs/cycling-series-mr-gc/200731-0029.pdf | https://www.mainroads.wa.gov.au/4a754d/globalassets/images/sign-thumbnails/guide/cycling/mr-gc-18c.gif,Original PDFs/Guide Signs/Cycling Series MR-GC/mr-gc-18c.dwg | Original PDFs/Guide Signs/Cycling Series MR-GC/200731-0029.pdf
Guide Signs,Cycling Series (MR-GC),9192,MR-GC-18D - Bicycle route marker supplementary plate,MR-GC-18D,600x450,"Size: 600 x 450, Refer to Drawing 200731-0030",Other,15 July 2020,https://www.mainroads.wa.gov.au/49e9d2/globalassets/technical-commercial/technical-library/signs-index/guide-signs/cycling-series-mr-gc/mr-gc-18d.dwg | https://www.mainroads.wa.gov.au/49e92f/globalassets/technical-commercial/technical-library/signs-index/guide-signs/cycling-series-mr-gc/200731-0030.pdf | https://www.mainroads.wa.gov.au/4a7558/globalassets/images/sign-thumbnails/guide/cycling/mr-gc-18d.gif,Original PDFs/Guide Signs/Cycling Series MR-GC/mr-gc-18d.dwg | Original PDFs/Guide Signs/Cycling Series MR-GC/200731-0030.pdf
Guide Signs,Cycling Series (MR-GC),9192,MR-GC-18E - Bicycle route marker supplementary plate,MR-GC-18E,600x600,"Size: 600 x 600, Refer to Drawing 200731-0031",Other,15 July 2020,https://www.mainroads.wa.gov.au/49e9c1/globalassets/technical-commercial/technical-library/signs-index/guide-signs/cycling-series-mr-gc/mr-gc-18e.dwg | https://www.mainroads.wa.gov.au/49e941/globalassets/technical-commercial/technical-library/signs-index/guide-signs/cycling-series-mr-gc/200731-0031.pdf | https://www.mainroads.wa.gov.au/4a7540/globalassets/images/sign-thumbnails/guide/cycling/mr-gc-18e.gif,Original PDFs/Guide Signs/Cycling Series MR-GC/mr-gc-18e.dwg | Original PDFs/Guide Signs/Cycling Series MR-GC/200731-0031.pdf
Guide Signs,Cycling Series (MR-GC),9192,MR-GC-19 - Local bicycle route number marker,MR-GC-19,200x250,"Size: 200 x 250, Refer to Drawing 200731-0061",Other,15 July 2020,https://www.mainroads.wa.gov.au/49e9d1/globalassets/technical-commercial/technical-library/signs-index/guide-signs/cycling-series-mr-gc/mr-gc-19.dwg | https://www.mainroads.wa.gov.au/49e950/globalassets/technical-commercial/technical-library/signs-index/guide-signs/cycling-series-mr-gc/200731-0061.pdf | https://www.mainroads.wa.gov.au/4a756a/globalassets/images/sign-thumbnails/guide/cycling/mr-gc-19.gif,Original PDFs/Guide Signs/Cycling Series MR-GC/mr-gc-19.dwg | Original PDFs/Guide Signs/Cycling Series MR-GC/200731-0061.pdf
Guide Signs,Cycling Series (MR-GC),9192,MR-GC-2 - All bicycles,MR-GC-2,450x600,"Size: 450 x 600, Refer to Drawing 9531-1030",Other,15 July 2020,https://www.mainroads.wa.gov.au/49e9e5/globalassets/technical-commercial/technical-library/signs-index/guide-signs/cycling-series-mr-gc/mr-gc-2.dwg | https://www.mainroads.wa.gov.au/49e949/globalassets/technical-commercial/technical-library/signs-index/guide-signs/cycling-series-mr-gc/9531-1030.pdf | https://www.mainroads.wa.gov.au/4a7571/globalassets/images/sign-thumbnails/guide/cycling/mr-gc-2.gif,Original PDFs/Guide Signs/Cycling Series MR-GC/mr-gc-2.dwg | Original PDFs/Guide Signs/Cycling Series MR-GC/9531-1030.pdf
