code,name,family,file,edition,drawn_size,notes
M4-9bL,PEDESTRIAN DETOUR,Route Markers,PEDESTRIAN_DETOUR_M4-9bL.svg,2024 Edition,30.0x24.0 in,size 30 in: conventional-road row for M4-9b in the 2004/2012 sheets (2024 table has no marker)
M4-9bR,PEDESTRIAN DETOUR,Route Markers,PEDESTRIAN_DETOUR_M4-9bR.svg,2024 Edition,30.0x24.0 in,size 30 in: conventional-road row for M4-9b in the 2004/2012 sheets (2024 table has no marker)
M4-9c,BICYCLE DETOUR,Route Markers,BICYCLE_DETOUR_M4-9c.svg,2004 Edition,30.0x24.0 in,
M4-9cL,BICYCLIST DETOUR (WITH ARROW),Route Markers,BICYCLIST_DETOUR_WITH_ARROW_M4-9cL.svg,2024 Edition,30.0x24.0 in,size 30 in: conventional-road row for M4-9c in the 2004/2012 sheets (2024 table has no marker)
M4-9cR,BICYCLIST DETOUR (WITH ARROW),Route Markers,BICYCLIST_DETOUR_WITH_ARROW_M4-9cR.svg,2024 Edition,30.0x24.0 in,size 30 in: conventional-road row for M4-9c in the 2004/2012 sheets (2024 table has no marker)
M5-1,ADVANCE TURN ARROW AUXILIARY,Route Markers,ADVANCE_TURN_ARROW_AUXILIARY_BLUE_M5-1.svg,2012 Supplement,21.0x15.0 in,"size 21 in: smallest table row (no conventional-road marker, no earlier edition of this code) — check"
M5-1PL,ADVANCE TURN ARROW (PLAQUE),Route Markers,ADVANCE_TURN_ARROW_PLAQUE_BLUE_M5-1PL.svg,2024 Edition,21.0x15.0 in,"size 21 in: smallest table row (no conventional-road marker, no earlier edition of this code) — check; same code and name as page 67 but a different drawing; suffixed"
M5-1PR,ADVANCE TURN ARROW (PLAQUE),Route Markers,ADVANCE_TURN_ARROW_PLAQUE_BLUE_M5-1PR.svg,2024 Edition,21.0x15.0 in,"size 21 in: smallest table row (no conventional-road marker, no earlier edition of this code) — check; same code and name as page 67 but a different drawing; suffixed"
M5-2,ADVANCE TURN ARROW AUXILIARY,Route Markers,ADVANCE_TURN_ARROW_AUXILIARY_BLUE_M5-2.svg,2012 Supplement,21.0x15.0 in,"size 21 in: smallest table row (no conventional-road marker, no earlier edition of this code) — check"
M5-2PL,ADVANCE TURN ARROW - OBLIQUE (PLAQUE),Route Markers,ADVANCE_TURN_ARROW_OBLIQUE_PLAQUE_BLUE_M5-2PL.svg,2024 Edition,21.0x15.0 in,"size 21 in: smallest table row (no conventional-road marker, no earlier edition of this code) — check; same code and name as page 69 but a different drawing; suffixed"
M5-2PR,ADVANCE TURN ARROW - OBLIQUE (PLAQUE),Route Markers,ADVANCE_TURN_ARROW_OBLIQUE_PLAQUE_BLUE_M5-2PR.svg,2024 Edition,21.0x15.0 in,"size 21 in: smallest table row (no conventional-road marker, no earlier edition of this code) — check; same code and name as page 69 but a different drawing; suffixed"
M5-3,ADVANCE TURN ARROW AUXILIARY - CIRCULAR INTERSECTION,Route Markers,ADVANCE_TURN_ARROW_AUXILIARY_CIRCULAR_INTERSECTION_M5-3.svg,2012 Supplement,21.0x15.0 in,"size 21 in: smallest table row (no conventional-road marker, no earlier edition of this code) — check"
M5-3P,ADVANCE TURN ARROW - CIRCULAR INTERSECTION (PLAQUE),Route Markers,ADVANCE_TURN_ARROW_CIRCULAR_INTERSECTION_PLAQUE_BLUE_M5-3P.svg,2024 Edition,21.0x15.0 in,"size 21 in: smallest table row (no conventional-road marker, no earlier edition of this code) — check; same code and name as page 71 but a different drawing; suffixed"
M5-4,LEFT LANE,Route Markers,LEFT_LANE_M5-4.svg,2012 Supplement,24.0x18.0 in,"size 24 in: smallest table row (no conventional-road marker, no earlier edition of this code) — check"
M5-4P,LANE DESIGNATION - LEFT LANE (PLAQUE),Route Markers,LANE_DESIGNATION_LEFT_LANE_PLAQUE_BLUE_M5-4P.svg,2024 Edition,24.0x18.0 in,"size 24 in: smallest table row (no conventional-road marker, no earlier edition of this code) — check; same code and name as page 73 but a different drawing; suffixed"
M5-5,CENTER LANE,Route Markers,CENTER_LANE_M5-5.svg,2012 Supplement,24.0x18.0 in,"size 24 in: smallest table row (no conventional-road marker, no earlier edition of this code) — check"
M5-5P,LANE DESIGNATION - CENTER LANE (PLAQUE),Route Markers,LANE_DESIGNATION_CENTER_LANE_PLAQUE_BLUE_M5-5P.svg,2024 Edition,24.0x18.0 in,"size 24 in: smallest table row (no conventional-road marker, no earlier edition of this code) — check; same code and name as page 75 but a different drawing; suffixed"
M5-6,RIGHT LANE,Route Markers,RIGHT_LANE_M5-6.svg,2012 Supplement,24.0x18.0 in,"size 24 in: smallest table row (no conventional-road marker, no earlier edition of this code) — check"
M5-6P,LANE DESIGNATION - RIGHT LANE (PLAQUE),Route Markers,LANE_DESIGNATION_RIGHT_LANE_PLAQUE_BLUE_M5-6P.svg,2024 Edition,24.0x18.0 in,"size 24 in: smallest table row (no conventional-road marker, no earlier edition of this code) — check; same code and name as page 77 but a different drawing; suffixed"
M6-1,DIRECTIONAL ARROW AUXILIARY,Route Markers,DIRECTIONAL_ARROW_AUXILIARY_BLUE_M6-1.svg,2012 Supplement,21.0x15.0 in,"size 21 in: smallest table row (no conventional-road marker, no earlier edition of this code) — check"
M6-1PL,DIRECTIONAL ARROW TURN (PLAQUE),Route Markers,DIRECTIONAL_ARROW_TURN_PLAQUE_BLUE_M6-1PL.svg,2024 Edition,21.0x15.0 in,"size 21 in: smallest table row (no conventional-road marker, no earlier edition of this code) — check; same code and name as page 79 but a different drawing; suffixed"
M6-1PR,DIRECTIONAL ARROW TURN (PLAQUE),Route Markers,DIRECTIONAL_ARROW_TURN_PLAQUE_BLUE_M6-1PR.svg,2024 Edition,21.0x15.0 in,"size 21 in: smallest table row (no conventional-road marker, no earlier edition of this code) — check; same code and name as page 79 but a different drawing; suffixed"
M6-2,DIRECTIONAL ARROW AUXILIARY,Route Markers,DIRECTIONAL_ARROW_AUXILIARY_BLUE_M6-2.svg,2012 Supplement,21.0x15.0 in,"size 21 in: smallest table row (no conventional-road marker, no earlier edition of this code) — check"
M6-2PL,DIRECTIONAL ARROW-OBLIQUE (PLAQUE),Route Markers,DIRECTIONAL_ARROW_OBLIQUE_PLAQUE_BLUE_M6-2PL.svg,2024 Edition,21.0x15.0 in,"size 21 in: smallest table row (no conventional-road marker, no earlier edition of this code) — check; same code and name as page 81 but a different drawing; suffixed"
M6-2PL,ROUTE SIGN,Route Markers,ROUTE_SIGN_M6-2PL.svg,2024 Edition,21.0x15.0 in,"size 21 in: smallest table row (no conventional-road marker, no earlier edition of this code) — check"
M6-2PR,DIRECTIONAL ARROW-OBLIQUE (PLAQUE),Route Markers,DIRECTIONAL_ARROW_OBLIQUE_PLAQUE_BLUE_M6-2PR.svg,2024 Edition,21.0x15.0 in,"size 21 in: smallest table row (no conventional-road marker, no earlier edition of this code) — check; same code and name as page 81 but a different drawing; suffixed"
M6-2a,DIRECTIONAL ARROW AUXILIARY,Route Markers,DIRECTIONAL_ARROW_AUXILIARY_BLUE_M6-2a.svg,2012 Supplement,21.0x15.0 in,"size 21 in: smallest table row (no conventional-road marker, no earlier edition of this code) — check"
M6-2aPL,"DIRECTIONAL ARROW - OBLIQUE, DOWNWARD (PLAQUE)",Route Markers,DIRECTIONAL_ARROW_OBLIQUE_DOWNWARD_PLAQUE_BLUE_M6-2aPL.svg,2024 Edition,21.0x15.0 in,"size 21 in: smallest table row (no conventional-road marker, no earlier edition of this code) — check; same code and name as page 83 but a different drawing; suffixed"
M6-2aPR,"DIRECTIONAL ARROW - OBLIQUE, DOWNWARD (PLAQUE)",Route Markers,DIRECTIONAL_ARROW_OBLIQUE_DOWNWARD_PLAQUE_BLUE_M6-2aPR.svg,2024 Edition,21.0x15.0 in,"size 21 in: smallest table row (no conventional-road marker, no earlier edition of this code) — check; same code and name as page 83 but a different drawing; suffixed"
M6-3,DIRECTIONAL ARROW AUXILIARY,Route Markers,DIRECTIONAL_ARROW_AUXILIARY_BLUE_M6-3.svg,2012 Supplement,21.0x15.0 in,"size 21 in: smallest table row (no conventional-road marker, no earlier edition of this code) — check"
M6-3P,DIRECTIONAL ARROW - THROUGH (PLAQUE),Route Markers,DIRECTIONAL_ARROW_THROUGH_PLAQUE_BLUE_M6-3P.svg,2024 Edition,21.0x15.0 in,"size 21 in: smallest table row (no conventional-road marker, no earlier edition of this code) — check; same code and name as page 85 but a different drawing; suffixed"
M6-4,DIRECTIONAL ARROW AUXILIARY,Route Markers,DIRECTIONAL_ARROW_AUXILIARY_BLUE_M6-4.svg,2012 Supplement,21.0x15.0 in,"size 21 in: smallest table row (no conventional-road marker, no earlier edition of this code) — check"
M6-4P,DIRECTIONAL ARROW - TURN (TWO-WAY) (PLAQUE),Route Markers,DIRECTIONAL_ARROW_TURN_TWO_WAY_PLAQUE_BLUE_M6-4P.svg,2024 Edition,21.0x15.0 in,"size 21 in: smallest table row (no conventional-road marker, no earlier edition of this code) — check; same code and name as page 87 but a different drawing; suffixed"
M6-5,DIRECTIONAL ARROW AUXILIARY,Route Markers,DIRECTIONAL_ARROW_AUXILIARY_BLUE_M6-5.svg,2012 Supplement,21.0x15.0 in,"size 21 in: smallest table row (no conventional-road marker, no earlier edition of this code) — check"
M6-5PL,DIRECTIONAL ARROW - OBLIQUE (TWO-WAY) (PLAQUE),Route Markers,DIRECTIONAL_ARROW_OBLIQUE_TWO_WAY_PLAQUE_M6-5PL.svg,2024 Edition,21.0x15.0 in,"size 21 in: smallest table row (no conventional-road marker, no earlier edition of this code) — check"
M6-5PR,DIRECTIONAL ARROW - OBLIQUE (TWO-WAY) (PLAQUE),Route Markers,DIRECTIONAL_ARROW_OBLIQUE_TWO_WAY_PLAQUE_BLUE_M6-5PR.svg,2024 Edition,21.0x15.0 in,"size 21 in: smallest table row (no conventional-road marker, no earlier edition of this code) — check; same code and name as page 89 but a different drawing; suffixed"
M6-6,DIRECTIONAL ARROW AUXILIARY,Route Markers,DIRECTIONAL_ARROW_AUXILIARY_BLUE_M6-6.svg,2012 Supplement,21.0x15.0 in,"size 21 in: smallest table row (no conventional-road marker, no earlier edition of this code) — check"
M6-6PL,DIRECTIONAL ARROW - THROUGH AND TURN (PLAQUE),Route Markers,DIRECTIONAL_ARROW_THROUGH_AND_TURN_PLAQUE_BLUE_M6-6PL.svg,2024 Edition,21.0x15.0 in,"size 21 in: smallest table row (no conventional-road marker, no earlier edition of this code) — check; same code and name as page 91 but a different drawing; suffixed"
M6-6PR,DIRECTIONAL ARROW - THROUGH AND TURN (PLAQUE),Route Markers,DIRECTIONAL_ARROW_THROUGH_AND_TURN_PLAQUE_BLUE_M6-6PR.svg,2024 Edition,21.0x15.0 in,"size 21 in: smallest table row (no conventional-road marker, no earlier edition of this code) — check; same code and name as page 91 but a different drawing; suffixed"
M6-7,DIRECTIONAL ARROW AUXILIARY,Route Markers,DIRECTIONAL_ARROW_AUXILIARY_BLUE_M6-7.svg,2012 Supplement,21.0x15.0 in,"size 21 in: smallest table row (no conventional-road marker, no earlier edition of this code) — check"
M6-7PL,DIRECTIONAL ARROW - THROUGH AND OBLIQUE (PLAQUE),Route Markers,DIRECTIONAL_ARROW_THROUGH_AND_OBLIQUE_PLAQUE_BLUE_M6-7PL.svg,2024 Edition,21.0x15.0 in,"size 21 in: smallest table row (no conventional-road marker, no earlier edition of this code) — check; same code and name as page 93 but a different drawing; suffixed"
M6-7PR,DIRECTIONAL ARROW - THROUGH AND OBLIQUE (PLAQUE),Route Markers,DIRECTIONAL_ARROW_THROUGH_AND_OBLIQUE_PLAQUE_BLUE_M6-7PR.svg,2024 Edition,21.0x15.0 in,"size 21 in: smallest table row (no conventional-road marker, no earlier edition of this code) — check; same code and name as page 93 but a different drawing; suffixed"
M6-8,DIRECTIONAL ARROW AUXILIARY,Route Markers,DIRECTIONAL_ARROW_AUXILIARY_M6-8.svg,2004 Edition,21.0x21.0 in,scale from the drawing's overall width dimension (21.0 in)
M6-9,DIRECTIONAL ARROW AUXILIARY,Route Markers,DIRECTIONAL_ARROW_AUXILIARY_M6-9.svg,2004 Edition,21.0x14.8 in,scale from the drawing's overall width dimension (21.0 in)
M7-1,BICYCLE FACILITIES,Route Markers,BICYCLE_FACILITIES_M7-1.svg,2004 Edition,12.0x8.8 in,no dimension of its own; drawn to the same size as M7-4 on the sheet — check
M7-2,BICYCLE FACILITIES,Route Markers,BICYCLE_FACILITIES_M7-2.svg,2004 Edition,12.0x8.8 in,no dimension of its own; drawn to the same size as M7-4 on the sheet — check
M7-3,BICYCLE FACILITIES,Route Markers,BICYCLE_FACILITIES_M7-3.svg,2004 Edition,12.0x8.8 in,no dimension of its own; drawn to the same size as M7-4 on the sheet — check
M7-4,BICYCLE FACILITIES,Route Markers,BICYCLE_FACILITIES_M7-4.svg,2004 Edition,12.0x8.8 in,scale from the drawing's overall width dimension (12.0 in)
M7-5,BICYCLE FACILITIES,Route Markers,BICYCLE_FACILITIES_M7-5.svg,2004 Edition,12.0x8.8 in,no dimension of its own; drawn to the same size as M7-7 on the sheet — check
M7-6,BICYCLE FACILITIES,Route Markers,BICYCLE_FACILITIES_M7-6.svg,2004 Edition,12.0x8.8 in,no dimension of its own; drawn to the same size as M7-7 on the sheet — check
M7-7,BICYCLE FACILITIES,Route Markers,BICYCLE_FACILITIES_M7-7.svg,2004 Edition,12.0x8.8 in,scale from the drawing's overall width dimension (12.0 in)
OM-3C,OBJECT MARKER,Object Markers,OBJECT_MARKER_OM-3C.svg,2004 Edition,12.0x36.0 in,scale from the drawing's overall width dimension (12.0 in)
OM-3L,OBJECT MARKER,Object Markers,OBJECT_MARKER_OM-3L.svg,2004 Edition,12.0x36.0 in,scaled from the dimensioned OM-3R drawing (thumbnail)
OM-3R,OBJECT MARKER,Object Markers,OBJECT_MARKER_OM-3R.svg,2004 Edition,12.0x36.0 in,no dimension of its own; drawn to the same size as OM-3C on the sheet — check
OM1-1,OBJECT MARKER TYPE 1,Object Markers,OBJECT_MARKER_TYPE_1_OM1-1.svg,2024 Edition,25.5x25.2 in,
OM1-2,OBJECT MARKER TYPE 1,Object Markers,OBJECT_MARKER_TYPE_1_OM1-2.svg,2024 Edition,25.5x25.5 in,
OM1-3,OBJECT MARKER TYPE 1,Object Markers,OBJECT_MARKER_TYPE_1_OM1-3.svg,2024 Edition,39.3x38.8 in,no size table or width dimension read; drawn at page scale (1 pt = 0.1 in)
OM2-1H,OBJECT MARKER TYPE 2,Object Markers,OBJECT_MARKER_TYPE_2_OM2-1H.svg,2024 Edition,12.0x6.0 in,
OM2-1V,OBJECT MARKER TYPE 2,Object Markers,OBJECT_MARKER_TYPE_2_OM2-1V.svg,2024 Edition,6.0x12.0 in,
OM2-2H,OBJECT MARKER TYPE 2,Object Markers,OBJECT_MARKER_TYPE_2_OM2-2H.svg,2024 Edition,12.0x6.0 in,
OM2-2V,OBJECT MARKER TYPE 2,Object Markers,OBJECT_MARKER_TYPE_2_OM2-2V.svg,2024 Edition,6.0x12.0 in,
OM4-1,OBJECT MARKER TYPE 4,Object Markers,OBJECT_MARKER_TYPE_4_OM4-1.svg,2024 Edition,25.5x25.2 in,
OM4-2,OBJECT MARKER TYPE 4,Object Markers,OBJECT_MARKER_TYPE_4_OM4-2.svg,2024 Edition,25.5x25.5 in,
OM4-3,OBJECT MARKER TYPE 4,Object Markers,OBJECT_MARKER_TYPE_4_OM4-3.svg,2024 Edition,39.3x38.8 in,no size table or width dimension read; drawn at page scale (1 pt = 0.1 in)
R1-1,STOP,Regulatory Signs,STOP_R1-1.svg,2024 Edition,30.0x30.0 in,size 30 in: conventional-road row for R1-1 in the 2004/2012 sheets (2024 table has no marker)
R1-1,STOP (ON STOP/SLOW PADDLE),Regulatory Signs,STOP_ON_STOP_SLOW_PADDLE_R1-1.svg,2024 Edition,18.0x18.0 in,
R1-10P,EXCEPT RIGHT TURN (PLAQUE),Regulatory Signs,EXCEPT_RIGHT_TURN_PLAQUE_R1-10P.svg,2024 Edition,24.0x18.0 in,
R1-2,YIELD,Regulatory Signs,YIELD_R1-2.svg,2024 Edition,36.0x30.9 in,size 36 in: conventional-road row for R1-2 in the 2004/2012 sheets (2024 table has no marker)
R1-2a,TO ONCOMING TRAFFIC,Regulatory Signs,TO_ONCOMING_TRAFFIC_R1-2a.svg,2004 Edition,24.0x18.0 in,size 24 in: conventional-road row for R1-2a in the 2004/2012 sheets (2024 table has no marker)
R1-2aP,TO ONCOMING TRAFFIC (PLAQUE),Regulatory Signs,TO_ONCOMING_TRAFFIC_PLAQUE_R1-2aP.svg,2024 Edition,24.0x18.0 in,"size 24 in: smallest table row (no conventional-road marker, no earlier edition of this code) — check"
R1-2bP,TO TRAFFIC IN CIRCLE (PLAQUE),Regulatory Signs,TO_TRAFFIC_IN_CIRCLE_PLAQUE_R1-2bP.svg,2024 Edition,24.0x15.0 in,"size 24 in: smallest table row (no conventional-road marker, no earlier edition of this code) — check"
R1-2cP,TO ALL LANES (PLAQUE),Regulatory Signs,TO_ALL_LANES_PLAQUE_R1-2cP.svg,2024 Edition,24.0x15.0 in,"size 24 in: smallest table row (no conventional-road marker, no earlier edition of this code) — check"
R1-3,4-WAY,Regulatory Signs,4_WAY_R1-3.svg,2004 Edition,12.0x6.0 in,
R1-3P,ALL-WAY (PLAQUE),Regulatory Signs,ALL_WAY_PLAQUE_R1-3P.svg,2024 Edition,18.0x6.0 in,"size 18 in: smallest table row (no conventional-road marker, no earlier edition of this code) — check"
R1-4,ALL WAY,Regulatory Signs,ALL_WAY_R1-4.svg,2004 Edition,18.0x6.0 in,
R1-5L,YIELD HERE TO PEDESTRIANS,Regulatory Signs,YIELD_HERE_TO_PEDESTRIANS_R1-5L.svg,2024 Edition,36.0x36.0 in,
R1-5R,YIELD HERE TO PEDESTRIANS,Regulatory Signs,YIELD_HERE_TO_PEDESTRIANS_R1-5R.svg,2024 Edition,36.0x36.0 in,
R1-5aL,YIELD HERE TO SCHOOL CROSSING,Regulatory Signs,YIELD_HERE_TO_SCHOOL_CROSSING_R1-5aL.svg,2024 Edition,36.0x36.0 in,
R1-5aR,YIELD HERE TO SCHOOL CROSSING,Regulatory Signs,YIELD_HERE_TO_SCHOOL_CROSSING_R1-5aR.svg,2024 Edition,36.0x36.0 in,
R1-5b,STOP HERE FOR PEDESTRIANS (LEFT),Regulatory Signs,STOP_HERE_FOR_PEDESTRIANS_LEFT_R1-5b.svg,2012 Supplement,36.0x36.0 in,scale from the drawing's overall width dimension (36.0 in)
R1-5b,STOP HERE FOR PEDESTRIANS (RIGHT),Regulatory Signs,STOP_HERE_FOR_PEDESTRIANS_RIGHT_R1-5b.svg,2012 Supplement,36.0x36.0 in,scale from the drawing's overall width dimension (36.0 in)
R1-5bL,STOP HERE FOR PEDESTRIANS,Regulatory Signs,STOP_HERE_FOR_PEDESTRIANS_R1-5bL.svg,2024 Edition,36.0x36.0 in,
R1-5bR,STOP HERE FOR PEDESTRIANS,Regulatory Signs,STOP_HERE_FOR_PEDESTRIANS_R1-5bR.svg,2024 Edition,36.0x36.0 in,
R1-5c,STOP HERE FOR PEDESTRIANS (LEFT),Regulatory Signs,STOP_HERE_FOR_PEDESTRIANS_LEFT_R1-5c.svg,2012 Supplement,36.0x48.0 in,scale from the drawing's overall width dimension (36.0 in)
R1-5c,STOP HERE FOR PEDESTRIANS (RIGHT),Regulatory Signs,STOP_HERE_FOR_PEDESTRIANS_RIGHT_R1-5c.svg,2012 Supplement,36.0x48.0 in,scale from the drawing's overall width dimension (36.0 in)
R1-5cL,STOP HERE FOR SCHOOL CROSSING,Regulatory Signs,STOP_HERE_FOR_SCHOOL_CROSSING_R1-5cL.svg,2024 Edition,36.0x36.0 in,
R1-5cR,STOP HERE FOR SCHOOL CROSSING,Regulatory Signs,STOP_HERE_FOR_SCHOOL_CROSSING_R1-5cR.svg,2024 Edition,36.0x36.0 in,
R1-5dL,YIELD HERE TO TRAIL CROSSING,Regulatory Signs,YIELD_HERE_TO_TRAIL_CROSSING_R1-5dL.svg,2024 Edition,36.0x42.0 in,
R1-5dR,YIELD HERE TO TRAIL CROSSING,Regulatory Signs,YIELD_HERE_TO_TRAIL_CROSSING_R1-5dR.svg,2024 Edition,36.0x42.0 in,
R1-5eL,STOP HERE FOR TRAIL CROSSING,Regulatory Signs,STOP_HERE_FOR_TRAIL_CROSSING_R1-5eL.svg,2024 Edition,36.0x42.0 in,
R1-5eR,STOP HERE FOR TRAIL CROSSING,Regulatory Signs,STOP_HERE_FOR_TRAIL_CROSSING_R1-5eR.svg,2024 Edition,36.0x42.0 in,
R1-6,IN-STREET PEDESTRIAN CROSSING - YIELD,Regulatory Signs,IN_STREET_PEDESTRIAN_CROSSING_YIELD_R1-6.svg,2024 Edition,12.0x35.9 in,
R1-6a,IN-STREET PEDESTRIAN CROSSING,Regulatory Signs,IN_STREET_PEDESTRIAN_CROSSING_R1-6a.svg,2004 Edition,12.0x36.0 in,scale from the drawing's overall width dimension (12.0 in)
R1-6b,IN-STREET SCHOOL CROSSING - YIELD,Regulatory Signs,IN_STREET_SCHOOL_CROSSING_YIELD_R1-6b.svg,2024 Edition,12.0x35.9 in,
R1-6c,IN-STREET SCHOOL CROSSING - STOP,Regulatory Signs,IN_STREET_SCHOOL_CROSSING_STOP_R1-6c.svg,2024 Edition,12.0x35.9 in,
R1-6d,IN-STREET TRAIL CROSSING - YIELD,Regulatory Signs,IN_STREET_TRAIL_CROSSING_YIELD_R1-6d.svg,2024 Edition,12.0x35.9 in,
R1-6e,IN-STREET TRAIL CROSSING - STOP,Regulatory Signs,IN_STREET_TRAIL_CROSSING_STOP_R1-6e.svg,2024 Edition,12.0x35.9 in,
R1-7,WAIT ON STOP,Regulatory Signs,WAIT_ON_STOP_R1-7.svg,2024 Edition,24.0x30.0 in,
R1-7a,WAIT ON STOP - GO ON SLOW,Regulatory Signs,WAIT_ON_STOP_GO_ON_SLOW_R1-7a.svg,2024 Edition,30.0x36.0 in,
R1-8,GO ON SLOW,Regulatory Signs,GO_ON_SLOW_R1-8.svg,2024 Edition,24.0x30.0 in,
R1-9,OVERHEAD PEDESTRIAN CROSSING - YIELD,Regulatory Signs,OVERHEAD_PEDESTRIAN_CROSSING_YIELD_R1-9.svg,2024 Edition,90.0x24.1 in,
R1-9a,OVERHEAD PEDESTRIAN CROSSING - STOP,Regulatory Signs,OVERHEAD_PEDESTRIAN_CROSSING_STOP_R1-9a.svg,2024 Edition,90.0x24.1 in,
R1-9b,OVERHEAD SCHOOL CROSSING - YIELD,Regulatory Signs,OVERHEAD_SCHOOL_CROSSING_YIELD_R1-9b.svg,2024 Edition,90.0x24.1 in,
R1-9c,OVERHEAD SCHOOL CROSSING - STOP,Regulatory Signs,OVERHEAD_SCHOOL_CROSSING_STOP_R1-9c.svg,2024 Edition,90.0x24.1 in,
R1-9d,OVERHEAD TRAIL CROSSING - YIELD,Regulatory Signs,OVERHEAD_TRAIL_CROSSING_YIELD_R1-9d.svg,2024 Edition,72.0x24.1 in,
R1-9e,OVERHEAD TRAIL CROSSING - STOP,Regulatory Signs,OVERHEAD_TRAIL_CROSSING_STOP_R1-9e.svg,2024 Edition,72.0x24.1 in,
R10-1,CROSS ONLY ON GREEN,Regulatory Signs,CROSS_ONLY_ON_GREEN_R10-1.svg,2024 Edition,12.0x18.0 in,
R10-10L,LEFT TURN SIGNAL,Regulatory Signs,LEFT_TURN_SIGNAL_R10-10L.svg,2024 Edition,24.0x30.0 in,"size 24 in: smallest table row (no conventional-road marker, no earlier edition of this code) — check"
R10-10R,RIGHT TURN SIGNAL,Regulatory Signs,RIGHT_TURN_SIGNAL_R10-10R.svg,2024 Edition,24.0x30.0 in,"size 24 in: smallest table row (no conventional-road marker, no earlier edition of this code) — check"
R10-10a,U TURN SIGNAL,Regulatory Signs,U_TURN_SIGNAL_R10-10a.svg,2024 Edition,24.0x30.0 in,"size 24 in: smallest table row (no conventional-road marker, no earlier edition of this code) — check"
R10-10bL,LEFT LANE SIGNAL,Regulatory Signs,LEFT_LANE_SIGNAL_R10-10bL.svg,2024 Edition,24.0x30.0 in,"size 24 in: smallest table row (no conventional-road marker, no earlier edition of this code) — check"
R10-10bR,RIGHT LANE SIGNAL,Regulatory Signs,RIGHT_LANE_SIGNAL_R10-10bR.svg,2024 Edition,24.0x30.0 in,"size 24 in: smallest table row (no conventional-road marker, no earlier edition of this code) — check"
